att_1,att_2,att_3,att_4,att_5,att_6,att_7,att_8,att_9,att_10,att_11,att_12,att_13,att_14,att_15,att_16,att_17,att_18,att_19,att_20,class
-0.267441,-0.648182,-0.721352,-0.396058,-0.031555,0.458347,0.050017,0.44797,-0.086867,0.08322,0.545893,-0.072013,0.138912,-0.004133,-0.159462,-0.161103,-0.268094,0.074183,0.234318,0.004997,-1
-0.450755,-0.424106,-0.488643,-0.410832,0.005248,0.320001,0.315254,0.37913,-0.021359,0.034858,0.629395,-0.174706,0.196192,-0.021641,-0.010914,-0.119052,-0.310466,0.18245,0.444349,0.103662,-1
-0.307452,-0.506222,-0.315212,-0.170129,-0.238483,0.392942,-0.049551,0.384807,0.062581,-0.010053,0.049729,-0.147723,0.42147,-0.30312,-0.075062,-0.193062,-0.459846,0.252314,0.398026,0.012933,-1
-0.117395,-0.651391,-0.749354,-0.44189,0.999136,-0.44113,0.191362,0.308689,0.336994,-0.19183,0.947286,-0.115272,-0.42481,0.810966,-0.005479,-0.28241,-0.244609,-0.355016,0.537569,-0.148706,-1
-0.3102,-0.605006,-0.676589,-0.447526,-0.048064,0.467313,0.021417,0.395725,-0.00755,0.060835,0.545711,-0.107061,0.092946,-0.020502,-0.186837,-0.084965,-0.285114,0.053071,0.325871,0.050044,-1
-0.218464,-0.63052,-0.745675,-0.404219,0.141048,0.408536,0.158499,0.449455,-0.101851,0.035613,0.698117,-0.17606,-0.106814,0.191749,-0.165954,-0.103953,-0.606538,-0.15778,-0.050475,-0.11298,-1
-0.228878,-0.618955,-0.711267,-0.366498,0.083719,0.441097,0.109149,0.474629,-0.101968,0.060203,0.784295,-0.20838,-0.082653,0.146123,-0.19524,-0.172018,-0.454375,-0.082015,0.037381,-0.063354,-1
-0.131952,-0.521919,-0.681407,-0.417199,-0.165083,0.622029,0.031743,0.48327,0.03143,-0.053245,0.317772,0.110068,0.277577,-0.012681,-0.148427,-0.340659,-0.371051,0.283614,0.554226,-0.139192,-1
-0.034628,-0.137595,-0.724983,0.155034,0.011671,0.324447,-0.097008,0.019306,0.098325,-0.319697,-0.159462,0.343822,0.680347,0.123496,-0.435226,-0.464855,0.039792,-0.14077,0.849943,0.193164,-1
-0.151542,0.035079,-0.378194,0.69896,0.162832,0.557514,0.306449,0.287512,0.080577,0.115915,0.019632,0.262358,0.353861,-0.238474,-0.580951,-0.417239,0.036829,-0.230756,0.249542,0.211335,-1
-0.279354,-0.588673,-0.586795,-0.337078,-0.175064,0.321699,-0.054624,0.323355,0.023931,-0.111198,0.0119,-0.051892,0.396841,-0.184623,-0.167136,-0.161278,-0.152912,0.192594,0.409339,0.109891,-1
-0.355973,0.400534,-0.71463,0.49855,-0.23928,0.603094,0.377427,0.430245,0.189351,-0.763362,-0.321696,0.182034,0.211554,-0.165437,0.08061,-0.057552,-0.812234,0.208499,0.522061,-0.664363,-1
-0.351713,-0.075,-0.641659,-0.294994,0.003169,-0.048964,0.011372,-0.054871,0.115167,-0.526027,-0.428435,0.058659,0.087529,-0.619081,-0.547636,-0.096679,-0.454068,-0.31112,0.247056,0.157047,-1
-0.609889,-0.101057,-0.359676,-0.388394,0.086193,-0.093164,0.070676,0.003376,0.212629,-0.422228,-0.323462,-0.362274,0.080376,-0.272067,-0.055362,-0.222991,-0.238166,-0.214686,0.599121,0.19667,-1
-0.090128,0.46331,0.019257,0.175655,0.511814,0.342382,0.774914,-0.369626,-0.957237,-0.308408,0.019185,-0.173366,-0.071008,0.089446,-0.038584,0.180013,-0.070286,-0.775223,0.834431,0.329144,-1
-0.352618,0.227728,0.116126,0.703739,0.302577,0.760542,0.398709,0.048115,0.069627,0.135856,-0.007585,0.338929,0.2687,-0.081318,0.171952,-0.268051,-0.064943,0.104759,0.272553,0.25519,-1
0.378873,0.180447,-0.4,-0.428432,0.154207,0.165264,0.172087,0.030729,-0.441195,0.94844,-0.65686,-0.19948,-0.192889,0.034782,-0.082947,0.493394,-0.147806,-0.384105,-0.125614,0.195236,-1
0.075466,-0.333613,-0.309218,-0.429954,0.356232,-0.018983,0.168509,0.168811,0.18429,-0.360688,-0.124066,-0.305468,0.068858,0.173971,-0.161323,-0.255931,-0.153596,-0.339188,0.199341,-0.017711,-1
0.021117,-0.691515,-0.343236,-0.234936,0.716789,-0.177128,0.202839,-0.182029,0.254407,-0.041859,0.072097,-0.001732,-0.212714,-0.408763,-0.172996,-0.212657,-0.273289,-0.031166,0.045702,0.272891,-1
-0.304583,0.058965,-0.067037,-0.128953,0.189898,0.279111,0.013709,-0.055203,0.31219,0.004832,-0.067251,-0.270319,0.164991,0.066144,-0.207935,-0.150297,-0.119192,-0.113379,0.563998,0.338714,-1
-0.3095,0.156412,-0.113769,-0.085681,0.139993,0.392921,0.103187,-0.00939,0.251675,-0.050229,-0.128859,-0.467142,0.163087,0.065279,-0.524015,-0.348631,-0.187367,-0.440595,0.624439,0.148307,-1
-0.209934,-0.079878,-0.153742,-0.314185,0.311701,0.156976,0.018752,-0.055903,0.281023,-0.171706,-0.208323,-0.067142,0.112919,0.042589,-0.542048,-0.280644,-0.000735,-0.380759,0.706009,0.344975,-1
-0.889949,0.158953,0.114301,-0.047341,0.189125,0.195498,0.166401,0.06276,0.120785,-0.145386,-0.116033,-0.24028,-0.046311,-0.064107,-0.121518,-0.146654,-0.198397,-0.047012,0.504962,0.002549,-1
0.12035,-0.01953,0.012698,-0.256345,0.39485,0.098223,0.022519,0.031774,0.293813,-0.282344,-0.201391,0.011209,0.161858,-0.077371,-0.238393,-0.124893,-0.041881,-0.129866,0.54143,0.416874,-1
-0.201183,-0.02315,-0.151939,-0.228226,0.422891,0.039186,0.031189,-0.137051,0.166988,-0.101531,-0.178877,-0.000863,-0.011788,0.139904,-0.253845,-0.279189,-0.184206,-0.049753,0.514805,0.191242,-1
-0.334158,-0.618492,-0.296064,-0.343993,0.460021,0.128022,0.133461,0.034885,0.079959,0.687268,0.004218,-0.018517,-0.5196,-0.229589,-0.04782,-0.185865,-0.463551,-0.344721,0.202455,-0.178517,-1
-0.168253,-0.567327,0.693521,-0.365725,0.317702,-0.496453,-0.192148,0.352419,0.073521,-0.33126,0.026251,-0.140099,0.340618,-0.424529,-0.600757,-0.040163,0.235657,0.020013,0.165822,0.520536,-1
-0.379632,-0.60748,-0.279165,-0.244895,0.502175,0.17448,0.214962,0.016667,0.106654,0.607463,0.036313,-0.009424,-0.510506,-0.216353,-0.044884,-0.162842,-0.533129,-0.364979,0.187211,-0.201168,-1
-0.349115,-0.674532,-0.33027,-0.356559,0.467268,0.166037,0.141813,-0.0005,0.090809,0.684095,-0.010514,-0.006552,-0.481932,-0.221644,-0.040228,-0.144113,-0.557801,-0.361602,0.253874,-0.14649,-1
-0.035821,-0.459415,0.503221,-0.297722,0.219698,-0.30893,-0.090303,0.35168,0.31112,-0.321787,0.111315,-0.169656,0.25221,-0.423302,-0.331592,-0.156884,0.010967,0.122034,0.105192,0.273249,-1
-0.317149,-0.658947,-0.487898,-0.408287,0.581645,0.100707,0.215351,0.076681,0.078139,0.884759,0.240481,0.005334,-0.986489,-0.186019,0.034534,-0.11847,-0.708548,-0.676641,0.099255,-0.480146,-1
-0.219306,-0.576871,0.583417,-0.361455,-0.031259,-0.148314,-0.274728,0.342693,0.400017,-0.106758,0.104053,0.017915,0.33987,-0.489892,-0.62114,-0.075651,0.038675,0.040129,0.2986,0.466833,-1
-0.248217,-0.58432,-0.401286,-0.306879,0.34814,0.189745,0.184953,0.197613,0.087336,0.474807,-0.238852,0.103695,-0.331379,-0.025681,-0.194718,-0.040259,-0.454982,-0.106921,0.422009,-0.101936,-1
-0.58906,-0.458514,-0.130145,-0.518583,0.292467,0.307632,0.143533,0.018298,0.023539,0.697106,-0.266739,-0.011338,-0.389992,-0.022873,-0.03975,-0.161017,-0.443223,-0.047183,0.43684,-0.228665,-1
-0.270903,-0.249669,0.557008,-0.14932,0.165978,-0.24622,0.11337,0.330465,0.285623,-0.23147,0.057777,-0.230633,0.201088,-0.418786,-0.146977,-0.120884,-0.103879,0.12369,0.189116,0.154707,-1
0.1023,-0.291929,-0.404329,-0.460743,0.154281,0.290512,0.074941,0.13062,0.733585,-0.362913,-0.074275,-0.090084,0.012181,0.114514,-0.053687,-0.58667,-0.260143,-0.339294,0.179211,-0.212363,-1
0.394685,0.018991,-0.213942,-0.658708,0.245582,0.227309,0.228676,0.122108,-0.576954,0.777393,-0.253233,-0.324388,-0.557941,0.273508,-0.202702,0.789912,-0.030867,-0.72284,-0.080658,-0.172491,-1
-0.493104,-0.099905,-0.664714,0.003346,0.037032,0.165154,0.106795,0.08573,0.034169,0.591947,-0.547629,-0.09401,0.349546,0.395238,-0.27333,-0.278998,-0.221193,0.298824,-0.186009,-0.034559,-1
0.156776,-0.470416,-0.729723,0.065158,0.576865,-0.311072,0.258473,0.051039,0.24809,0.060395,-0.340942,0.054025,0.061236,-0.267059,-0.206658,0.013092,-0.395747,0.040591,0.043038,0.036515,-1
-0.252936,-0.408176,-0.819312,-0.01946,0.224276,-0.0189,0.136264,0.097718,0.119893,0.752523,-0.606315,-0.218101,0.212067,-0.241055,-0.036607,-0.138835,-0.512356,-0.292502,0.096709,0.016478,-1
-0.905228,0.161612,0.371169,0.302077,0.273263,0.387785,0.270394,0.140675,0.127564,0.33487,-0.396721,-0.049468,-0.167761,0.228972,-0.205992,-0.230712,-0.288549,0.05189,-0.097166,-0.155078,-1
-0.169181,-0.078159,-0.571354,0.052216,0.370205,-0.119719,0.011474,0.124651,-0.231615,0.250023,-0.659826,0.337446,0.288462,0.245292,-1,-0.527169,-0.090756,0.01825,0.100088,-0.049816,-1
-0.116399,-0.176628,-0.803753,-0.171793,0.270295,-0.031354,0.21439,0.197744,-0.167014,0.802219,-0.894259,0.012973,0.105028,-0.215238,-0.221514,-0.466709,-0.878476,-0.184015,0.591558,-0.180127,-1
0.035575,-0.023109,-0.824984,-0.264738,0.01972,0.268303,0.118069,0.082147,0.389997,1,-0.764238,-0.149177,-0.067908,-0.074488,0.329854,-0.188864,-0.680324,-0.217562,0.154204,-0.173214,-1
0.162324,-0.464701,-0.82657,0.024651,0.60133,-0.362326,0.292823,0.072319,0.110061,0.092985,-0.483638,0.185077,0.047803,-0.230443,-0.538243,0.010585,-0.325855,-0.030655,0.205643,0.123373,-1
-0.540331,-0.086489,-0.678863,-0.03506,-0.065821,0.225036,0.07335,0.076359,0.023072,0.635785,-0.492456,-0.111537,0.329387,0.348035,-0.315075,-0.198332,-0.271553,0.347652,-0.189215,0.045852,-1
-0.346559,-0.334069,-0.859055,-0.12007,0.111955,0.103652,0.120925,0.103494,0.063594,0.948781,-0.683152,-0.21274,0.096985,-0.208464,-0.021294,-0.146983,-0.606976,-0.306129,0.15526,-0.000389,-1
-0.836742,0.191535,0.099617,0.066828,0.038798,0.099176,0.188714,0.198407,0.193116,0.150291,-0.269868,-0.108333,-0.100681,0.035682,-0.173931,-0.134901,-0.350819,0.130198,0.197895,-0.027095,-1
-0.228601,-0.411695,-0.471391,0.056743,0.561621,-0.269731,0.285852,0.087423,0.320788,-0.007506,-0.326023,0.036405,-0.042256,-0.242932,-0.190038,0.007962,-0.396382,0.149908,0.130604,0.0471,-1
-0.346501,-0.322567,-0.341581,0.010384,-0.000369,0.130726,0.090221,0.213442,0.207214,0.322461,-0.475207,-0.171275,0.253626,-0.437225,-0.123285,-0.201033,-0.500709,0.026498,0.219736,0.018523,-1
-0.235495,-0.415786,-0.814605,-0.011928,0.233042,-0.045742,0.132716,0.108431,0.129307,0.719043,-0.608412,-0.213952,0.220372,-0.232575,-0.04675,-0.146426,-0.521995,-0.297724,0.109725,-0.004192,-1
-0.430129,-0.053324,-0.571368,0.144769,0.445634,-0.193735,0.191229,-0.012552,0.186781,0.554758,-0.489027,-0.067972,0.154885,0.777761,-0.116958,-0.297606,-0.246261,-0.019796,0.127914,-0.200667,-1
-0.24109,-0.380456,-0.793594,-0.01531,0.225067,-0.015348,0.123921,0.113829,0.116055,0.737672,-0.618694,-0.17735,0.217211,-0.247602,-0.024713,-0.152365,-0.525265,-0.302836,0.11211,0.026015,-1
-0.220056,-0.418017,-0.634512,0.060668,0.170057,-0.086595,0.074902,0.080089,0.342227,0.715028,-0.51321,-0.222143,0.174493,-0.047007,-0.035781,0.111418,-0.659469,-0.521725,0.698785,0.038892,-1
-0.31067,-0.248365,-0.478442,0.189545,0.546704,-0.220368,0.280813,0.120047,0.251058,0.57259,-0.534739,-0.163157,0.026705,-0.036159,0.059311,-0.145414,-0.488548,-0.407544,0.280343,-0.145833,-1
-0.21754,-0.393164,-0.789215,-0.010953,0.209961,-0.029137,0.130439,0.090368,0.120265,0.72483,-0.594403,-0.204379,0.244552,-0.254375,-0.039762,-0.158467,-0.510485,-0.278297,0.130234,0.016321,-1
-0.212078,-0.495499,-0.822644,-0.034894,-0.011532,0.120553,0.050905,0.132335,0.136982,0.785993,-0.630854,-0.203947,0.331592,-0.291093,-0.069985,-0.013215,-0.595212,-0.302365,0.236545,0.096258,-1
-0.060168,-0.474064,-0.767327,0.034141,0.381402,-0.098483,0.21777,0.012622,0.417602,0.230245,-0.331099,0.06651,-0.055142,-0.246154,-0.218473,0.161286,-0.446651,-0.017917,0.113906,0.038644,-1
-0.451596,0.072784,-0.55772,-0.13165,-0.341634,0.43425,-0.054829,0.011889,0.576483,0.630402,-0.378461,-0.0416,0.127046,0.281088,-0.335723,0.036601,-0.201732,0.089362,-0.01984,0.111286,-1
-0.544797,-0.173985,-0.692193,-0.178412,0.046116,0.124052,0.121741,0.029081,-0.002799,0.868454,-0.584524,-0.222409,-0.020408,-0.267429,-0.058061,-0.23333,-0.519209,-0.174302,0.116871,0.015413,-1
-0.432961,-0.267351,-0.838596,-0.151298,0.085177,0.147467,0.138165,0.062034,0.002962,0.976435,-0.690464,-0.215844,0.039306,-0.248913,-0.02288,-0.211259,-0.580117,-0.258574,0.07666,0.010612,-1
-0.510239,-0.162342,-0.521462,-0.097741,0.093313,0.161207,0.082348,0.054522,0.069291,-0.291837,-0.312371,0.131878,0.142633,-0.053759,0.052893,-0.043678,-0.365514,-0.057985,0.30282,0.051627,-1
-0.401092,-0.139122,-0.74464,0.031497,0.13742,0.141354,0.123585,0.085677,0.031514,0.796034,-0.683249,-0.068071,0.450704,0.669659,-0.26845,-0.247642,-0.209168,0.273441,-0.467811,-0.030185,-1
-0.235986,-0.393494,-0.586577,-0.018779,0.151938,-0.037019,0.103738,0.141737,0.206763,0.228116,-0.438187,-0.228087,0.278273,-0.357013,-0.151442,-0.127396,-0.442909,-0.050037,0.322233,0.036192,-1
0.210289,-0.42222,-0.718534,0.065005,0.546988,-0.289016,0.265704,0.07684,0.262636,0.025899,-0.399537,0.040696,0.066445,-0.210502,-0.189694,0.011881,-0.383239,0.037104,0.18296,-0.020812,-1
0.253109,-0.349718,-0.725823,-0.005517,0.395742,0.01358,0.146883,-0.013588,0.900187,0.133469,-0.204913,0.274988,-0.106554,-0.312078,-0.08323,-0.253266,-0.337902,-0.052564,-0.159016,-0.117173,-1
-0.565611,-0.261981,-0.408735,-0.227821,0.16499,0.068915,0.053235,0.091632,0.098974,0.440402,-0.594559,-0.379111,-0.331548,-0.517636,-0.182634,-0.190158,-0.448602,0.072439,0.147377,0.042983,-1
-0.062534,-0.203404,-0.630708,-0.150723,0.270104,-0.048186,0.185377,0.007935,-0.38209,0.811338,-0.60918,-0.363297,0.093888,-0.255756,-0.12494,0.097835,-0.348992,-0.362507,0.025993,0.27356,-1
-0.092701,-0.22428,-0.750506,-0.135141,0.066563,0.262152,0.052707,0.011891,0.563133,0.85961,-0.490326,-0.048833,-0.025454,-0.254025,0.010776,-0.211763,-0.312764,-0.464058,-0.167214,0.000176,-1
0.098108,0.540619,-0.274638,-0.399093,-0.162054,0.626621,0.017013,-0.200989,0.141633,0.945343,-0.317211,-0.025697,-0.384986,0.383426,-0.310885,0.157206,0.545508,-0.237431,-0.866629,0.284699,-1
0.345892,0.794699,-0.088985,-0.533429,-0.257662,0.750926,0.04613,-0.233427,-0.28052,0.758993,-0.435948,0.061996,-0.033893,-0.010039,-0.22029,-0.619433,-0.302994,0.468565,-0.236758,0.19992,-1
0.754332,0.26148,-0.40644,-0.228667,0.256836,-0.233205,0.040543,0.116961,0.104942,0.427051,-0.209409,-0.048204,0.290412,0.364812,-0.193284,-0.25438,-0.233519,0.088211,0.248643,-0.091792,-1
-0.009031,-0.35737,-0.708384,0.004171,0.437039,-0.238878,0.185703,0.113186,-0.063386,0.506576,-0.55969,-0.21817,0.283778,-0.244077,-0.050047,-0.237377,-0.498939,-0.190498,0.092796,0.020109,-1
-0.075712,-0.44744,-0.865978,0.0348,0.437489,-0.174783,0.178339,0.120429,0.140294,0.699458,-0.597707,-0.206916,0.249137,-0.161017,-0.022536,-0.127922,-0.446776,-0.362104,0.035226,0.001116,-1
-0.372496,-0.120112,-0.646867,-0.006484,-0.090916,0.316913,0.024212,0.068326,0.291565,0.677022,-0.489381,-0.049754,0.353191,0.362212,-0.280706,-0.159204,-0.219548,0.223663,-0.105764,0.039863,-1
-0.332482,-0.401973,-0.776222,-0.05578,-0.054166,0.206385,0.087182,0.141643,0.009907,0.834386,-0.658054,-0.193466,0.217397,-0.350596,-0.058356,-0.150049,-0.600061,-0.219342,0.101858,-0.001514,-1
0.245655,-0.361741,-0.689708,-0.011597,0.258003,0.000191,0.064556,0.090023,0.340944,0.568821,-0.451291,-0.126072,0.284684,-0.258766,-0.076949,-0.075176,-0.43115,-0.285995,0.128105,0.105177,-1
-0.713899,0.058643,-0.28015,0.047515,0.032616,0.152062,0.159317,0.126671,0.05451,0.418377,-0.417805,-0.101405,0.114728,0.213128,-0.226697,-0.244652,-0.291744,0.226188,-0.099251,-0.023314,-1
0.254119,-0.410712,-0.60276,0.04794,0.372605,-0.099108,0.16462,0.045218,0.444318,0.103814,-0.260416,0.071433,0.112432,-0.308153,-0.208815,0.036166,-0.41962,-0.034423,0.109175,0.091624,-1
-0.373697,-0.34412,-0.86647,-0.148037,0.012532,0.128938,0.087693,0.076752,0.029418,0.919937,-0.657177,-0.225241,0.122462,-0.264998,-0.060829,-0.140939,-0.6142,-0.259826,0.135401,0.051792,-1
0.015151,-0.531488,-0.826445,0.076586,0.612605,-0.349958,0.298252,0.053046,0.274946,0.0885,-0.384897,0.079604,-0.030169,-0.201322,-0.196332,0.045221,-0.418086,0.007317,0.06386,-0.015539,-1
0.116409,-0.499524,-0.758389,0.070275,0.545471,-0.317039,0.251176,0.073149,0.329705,0.054373,-0.332482,0.031481,0.04439,-0.203471,-0.076686,0.023139,-0.465132,0.053576,0.045662,-0.066847,-1
-0.568799,0.063152,-0.046236,0.231067,0.197348,0.296146,0.235819,0.115146,0.095951,0.468335,-0.400336,-0.035278,0.101027,0.258,-0.190163,-0.267377,-0.246094,0.211553,-0.137336,-0.084597,-1
-0.075712,-0.44744,-0.865978,0.0348,0.437489,-0.174783,0.178339,0.120429,0.140294,0.699458,-0.597707,-0.206916,0.249137,-0.161017,-0.022536,-0.127922,-0.446776,-0.362104,0.035226,0.001116,-1
0.045045,-0.39327,-0.699669,-0.017707,-0.071801,0.295125,0.005027,0.094512,0.49452,0.678139,-0.462532,-0.044549,0.313286,-0.406444,-0.040518,-0.219438,-0.605422,-0.245905,0.160836,0.025506,-1
0.066737,-0.382746,-0.753928,-0.013197,0.428865,-0.217384,0.259826,0.086444,0.133888,0.11596,-0.419463,0.082326,0.06676,-0.290809,-0.305633,-0.049151,-0.39645,0.147816,0.067338,0.064833,-1
-0.339122,-0.069208,-0.467432,0.139998,0.216827,0.165454,0.159061,0.031433,0.097535,0.557382,-0.487981,-0.064245,0.296871,0.350134,-0.23399,-0.284908,-0.178446,0.22142,-0.157407,-0.028658,-1
-0.27214,-0.379064,-0.787636,-0.019629,0.24362,-0.039187,0.142426,0.094723,0.119868,0.74019,-0.593278,-0.216277,0.186523,-0.221597,-0.022794,-0.150465,-0.50943,-0.30407,0.114033,0.017064,-1
0.120553,-0.060246,-1,-0.324214,0.167259,0.320804,0.341122,0.02873,0.673705,0.203279,-0.819476,0.346302,-0.403576,-0.050596,0.04157,-0.319616,-0.738529,0.228452,0.465322,-0.555646,-1
-0.392443,-0.127005,-0.61477,-0.030276,-0.23197,0.404533,-0.008654,0.081715,0.29121,0.663299,-0.482679,-0.052129,0.351764,0.252059,-0.300778,-0.138912,-0.255259,0.251982,-0.115308,0.069374,-1
-0.131474,0.185108,-0.435103,-0.0458,0.679092,-0.418209,0.33077,0.052219,-0.450193,0.363712,-0.639028,-0.16271,0.113427,0.84615,-0.121762,-0.256121,-0.069143,0.050491,0.087388,-0.213521,-1
0.052843,-0.412254,-0.525346,0.170823,0.587737,-0.187506,0.303006,0.072663,0.253215,0.036741,-0.363744,0.08277,0.017838,-0.308698,-0.219761,0.002113,-0.391572,0.002504,0.007015,0.049896,-1
-0.453233,-0.113803,-0.667702,-0.017996,-0.062803,0.225261,0.057066,0.116228,0.150895,0.63603,-0.52556,-0.105076,0.349558,0.390622,-0.30071,-0.176731,-0.237181,0.30039,-0.110203,0.003466,-1
0.181498,-0.466321,-0.697087,0.071138,0.575681,-0.288897,0.294185,0.145493,0.207907,-0.012267,-0.410442,0.037196,0.122619,-0.240291,-0.124068,-0.126813,-0.423968,0.075969,0.03486,-0.09476,-1
-0.125229,-0.519564,-0.867876,-0.048567,0.131056,0.054053,0.093377,0.244992,0.140721,0.686366,-0.607503,-0.185317,0.2751,-0.244994,-0.059627,-0.097311,-0.626794,-0.24284,0.089727,-0.013582,-1
-0.313576,-0.057321,-0.461026,0.021749,0.016123,0.202034,0.078931,0.084422,0.247184,0.484533,-0.415244,-0.046462,0.273816,0.239895,-0.229423,-0.203155,-0.285843,0.174869,-0.030275,0.032846,-1
0.706917,-0.116993,-0.458846,-0.154061,0.38662,-0.313075,-0.019463,0.161049,0.212405,0.504464,-0.259328,-0.113921,0.238928,-0.106255,-0.081478,-0.168621,-0.42569,-0.232505,0.335644,0.058084,-1
0.299542,0.013464,-0.578124,-0.286374,-0.097706,0.197274,0.185872,0.004137,0.246566,0.940919,-0.359442,-0.44107,0.15488,-0.198297,0.567651,-0.039528,-0.707754,-0.080315,0.121416,0.132952,-1
-0.448788,-0.031873,-0.613106,-0.068938,-0.280786,0.420722,-0.051432,0.024917,0.503356,0.746201,-0.354181,-0.120872,0.256591,0.375463,-0.416864,0.202596,-0.249018,0.166879,0.096933,0.264715,-1
-0.039293,0.088671,-0.59897,0.433551,-0.190211,-0.184607,0.267488,0.453694,0.392054,-0.412997,-0.465457,-0.132817,0.624439,-1,-0.444314,-0.027331,-0.259496,0.076141,0.57927,-0.598728,-1
0.248939,-0.293275,-0.73412,0.303423,0.467255,-0.400438,0.197094,0.150441,0.275477,0.024638,-0.513581,0.183999,0.096125,-0.3919,-0.370862,0.08939,-0.511904,0.261908,0.347001,-0.12715,-1
-0.300313,0.028278,-0.671682,-0.061946,0.173225,0.085472,0.090448,0.035426,0.200968,0.649127,-0.51811,-0.088809,0.158872,0.68173,-0.256826,-0.077601,-0.068307,0.091369,-0.087493,0.02624,-1
-0.340306,0.18,-0.340502,0.130953,0.062212,0.273911,0.100132,0.016251,0.207724,0.040565,0.040075,-0.439151,0.188133,0.194701,-0.367909,-0.125152,-0.245731,0.007493,0.138461,0.117456,-1
0.103905,0.047977,-0.245876,-0.03851,0.324636,-0.016681,-0.036196,-0.052264,0.245023,-0.169464,0.038277,0.016383,0.146816,-0.116839,-0.178251,-0.016251,-0.080306,0.049214,0.339392,0.239822,-1
-0.179452,0.100423,-0.396975,0.046107,0.30815,-0.069928,0.021928,-0.12767,0.068807,0.132566,-0.04621,-0.01796,-0.037012,0.172474,-0.432484,-0.17846,-0.268382,0.095595,0.129667,0.194689,-1
-0.262108,0.167932,-0.196195,0.083403,0.097639,0.322328,0.075941,0.037134,0.300656,0.202535,-0.090055,-0.58604,0.207374,0.169056,-0.436816,-0.186151,-0.238889,-0.197434,0.25683,0.127733,-1
0.093363,-0.295827,-0.392948,-0.464968,0.227552,-0.140799,0.075787,0.235498,0.127152,-0.313427,-0.122854,-0.142479,0.081286,-0.014791,-0.200865,-0.132474,-0.157623,-0.149308,0.267186,-0.031335,-1
-0.459315,0.226712,0.01767,0.218501,0.220361,0.287267,0.205314,0.088821,0.199054,-0.022121,0.022106,-0.223042,0.038286,0.23077,-0.231657,-0.157717,-0.24925,0.031224,0.250641,0.019185,-1
0.025098,0.05011,-0.269105,0.047652,-0.25576,0.598856,-0.088499,-0.015288,0.815524,0.279927,0.17392,-0.239929,0.243927,-0.006751,-0.369916,0.176697,-0.346965,-0.182303,0.478927,0.358489,-1
-0.126833,0.172005,-0.39485,0.141522,0.282554,0.153085,0.131474,-0.0014,0.198134,-0.018713,0.085889,-0.447847,0.190529,0.284949,-0.334609,-0.134011,-0.184989,-0.040368,0.204225,0.115722,-1
-0.016085,0.03942,-0.331263,0.060839,-0.207725,0.520163,-0.04928,0.017277,0.523949,0.162245,0.068324,-0.232354,0.335226,-0.026155,-0.313116,-0.127606,-0.453131,-0.019519,0.407227,0.18582,-1
-0.016085,0.03942,-0.331263,0.060839,-0.207725,0.520163,-0.04928,0.017277,0.523949,0.162245,0.068324,-0.232354,0.335226,-0.026155,-0.313116,-0.127606,-0.453131,-0.019519,0.407227,0.18582,-1
-0.32513,0.127464,-0.418667,-0.032925,-0.245095,0.339331,-0.036055,0.036583,0.52,0.132337,0.026266,-0.433744,0.224726,0.053602,-0.362453,-0.030655,-0.398523,-0.006592,0.333761,0.262528,-1
0.557941,0.063414,-0.1107,0.180545,0.50585,0.021079,0.160655,0.040157,0.219521,-0.116175,0.027635,-0.12991,0.281058,0.034257,-0.206828,-0.152603,-0.144232,-0.063347,0.134284,0.128667,-1
-0.438579,0.173338,-0.566627,0.151806,-0.012213,0.420667,0.065531,-0.039713,0.232555,0.081571,0.142266,-0.539194,0.226988,0.369573,-0.404456,-0.148868,-0.27922,-0.003286,0.309862,0.117877,-1
-0.373332,0.190356,-0.274602,0.140177,0.116351,0.244993,0.122926,0.044011,0.239246,0.006448,0.046225,-0.412922,0.124861,0.214943,-0.316808,-0.151218,-0.297614,-0.026136,0.284843,0.098518,-1
-0.338938,0.090362,-0.345387,0.079496,-0.305407,0.592221,-0.048738,0.020389,0.5099,0.18279,0.061274,-0.291654,0.276727,0.051975,-0.338997,-0.135168,-0.486279,-0.004019,0.430181,0.134027,-1
-0.021162,-0.071582,-0.506974,-0.005593,-0.650963,0.896418,-0.202847,0.00544,0.704099,0.287273,0.041134,-0.16071,0.514847,-0.187549,-0.362155,-0.219666,-0.677948,0.091617,0.483382,0.182663,-1
0.077978,0.261627,-0.116192,0.183386,0.902146,-0.483719,0.37403,0.087717,-0.250732,-0.355042,-0.020142,-0.427987,0.037135,0.243629,-0.206203,-0.324148,0.023682,-0.045497,-0.106538,-0.007982,-1
-0.344402,0.181559,-0.315017,0.112522,0.064779,0.226783,0.106031,0.048714,0.260786,0.010975,0.030316,-0.424716,0.150942,0.16014,-0.311995,-0.159206,-0.310486,-0.026826,0.293593,0.111738,-1
-0.218877,0.114744,-0.402889,0.102133,-0.051724,0.339109,0.034446,0.030376,0.275223,0.066435,0.0041,-0.380838,0.268188,0.103268,-0.311449,-0.254294,-0.422679,0.013124,0.333229,0.069704,-1
-0.024004,0.07143,-0.203035,-0.007686,0.30575,0.034575,-0.055008,-0.079093,0.235787,-0.118943,0.054112,0.00417,0.138216,-0.173026,-0.17011,-0.029571,-0.083863,0.078716,0.357175,0.302426,-1
