@relation 'Y:\\Teaching\\CP5605_3300 Data mining\\Insu\\Assignment - Sample Student Work\\Data\\Facial_Palsy_svmlight_format\\palsy_diff_66PCs_4vsNormal.dat'

@attribute att_1 numeric
@attribute att_2 numeric
@attribute att_3 numeric
@attribute att_4 numeric
@attribute att_5 numeric
@attribute att_6 numeric
@attribute att_7 numeric
@attribute att_8 numeric
@attribute att_9 numeric
@attribute att_10 numeric
@attribute att_11 numeric
@attribute att_12 numeric
@attribute att_13 numeric
@attribute att_14 numeric
@attribute att_15 numeric
@attribute att_16 numeric
@attribute att_17 numeric
@attribute att_18 numeric
@attribute att_19 numeric
@attribute att_20 numeric
@attribute att_21 numeric
@attribute att_22 numeric
@attribute att_23 numeric
@attribute att_24 numeric
@attribute att_25 numeric
@attribute att_26 numeric
@attribute att_27 numeric
@attribute att_28 numeric
@attribute att_29 numeric
@attribute att_30 numeric
@attribute att_31 numeric
@attribute att_32 numeric
@attribute att_33 numeric
@attribute att_34 numeric
@attribute att_35 numeric
@attribute att_36 numeric
@attribute att_37 numeric
@attribute att_38 numeric
@attribute att_39 numeric
@attribute att_40 numeric
@attribute att_41 numeric
@attribute att_42 numeric
@attribute att_43 numeric
@attribute att_44 numeric
@attribute att_45 numeric
@attribute att_46 numeric
@attribute att_47 numeric
@attribute att_48 numeric
@attribute att_49 numeric
@attribute att_50 numeric
@attribute att_51 numeric
@attribute att_52 numeric
@attribute att_53 numeric
@attribute att_54 numeric
@attribute att_55 numeric
@attribute att_56 numeric
@attribute att_57 numeric
@attribute att_58 numeric
@attribute att_59 numeric
@attribute att_60 numeric
@attribute att_61 numeric
@attribute att_62 numeric
@attribute att_63 numeric
@attribute att_64 numeric
@attribute att_65 numeric
@attribute att_66 numeric
@attribute class {+1,-1}

@data
{0 -2.267048,1 -6.797474,2 2.525058,3 -3.164973,4 -0.887913,5 -1.60881,6 -0.667657,7 1.658731,8 0.591077,9 -0.854695,10 0.543352,11 -0.983448,12 0.891533,13 -0.65152,14 -1.079273,15 -0.645673,16 0.122611,17 0.35071,18 -0.644699,19 0.681983,20 -0.246654,21 -0.472071,22 -0.01873,23 0.070327,24 0.016258,25 0.060087,26 -0.280147,27 -0.160682,28 -0.018457,29 -0.157193,30 -0.229407,31 -0.206213,32 -0.282887,33 -0.27521,34 0.022754,35 -0.100562,36 -0.05279,37 -0.178871,38 -0.036547,39 0.16064,40 -0.116654,41 0.014792,42 0.046683,43 -0.002997,44 0.0244,45 0.02826,46 0.005637,47 -0.003731,48 0.029987,49 0.078173,50 0.001878,51 0.029974,52 -0.059746,53 0.058122,54 0.003921,55 0.042457,56 -0.003049,57 -0.010934,58 0.004909,59 0.047975,60 0.013252,61 -0.009244,62 0.002492,63 0.025772,64 -0.013289,65 0.192794}
{0 0.369198,1 -4.628839,2 -2.086326,3 0.80165,4 1.624078,5 -2.163875,6 3.224878,7 1.69926,8 -0.931705,9 -0.273802,10 -1.550672,11 -1.618376,12 -0.446957,13 2.022288,14 -0.032809,15 -1.094057,16 -0.671347,17 0.286239,18 -0.142921,19 0.207338,20 -0.008419,21 0.224875,22 -0.015118,23 0.071133,24 0.054883,25 -0.024139,26 -0.011246,27 0.024691,28 -0.361392,29 0.256457,30 0.018302,31 0.033736,32 -0.041229,33 -0.059259,34 -0.29464,35 0.13032,36 0.030231,37 0.026614,38 -0.048835,39 -0.010896,40 0.065059,41 0.004503,42 -0.056403,43 0.022824,44 -0.06645,45 -0.076141,46 -0.028762,47 -0.048408,48 0.006577,49 -0.016708,50 0.044528,51 -0.012961,52 0.054548,53 0.047273,54 0.023259,55 -0.068298,56 0.014065,57 0.040122,58 0.011509,59 0.010858,60 0.004099,61 0.004465,62 -0.014548,63 -0.001174,64 0.010656,65 -0.026144}
{0 -5.401892,1 -0.721042,2 -0.75157,3 -1.091932,4 -0.933972,5 0.50025,6 -1.010733,7 0.94015,8 0.481299,9 0.499001,10 -0.957909,11 -0.519259,12 0.561994,13 -0.533549,14 -0.608952,15 0.08312,16 0.303887,17 0.669824,18 -0.294202,19 0.092564,20 0.185909,21 0.642764,22 0.396712,23 -0.097407,24 -0.03993,25 0.802379,26 0.324806,27 0.078825,28 0.318544,29 0.055293,30 0.117297,31 0.126006,32 0.127577,33 0.00609,34 0.079353,35 0.056698,36 -0.036322,37 0.16954,38 -0.316849,39 0.034724,40 -0.024214,41 0.105227,42 0.130512,43 0.00406,44 -0.014236,45 -0.04168,46 0.052799,47 0.060144,48 -0.019504,49 -0.013746,50 -0.060986,51 0.057076,52 0.074605,53 0.029044,54 0.012178,55 -0.066904,56 0.000924,57 -0.01146,58 0.01194,59 0.020574,60 0.008735,61 -0.004233,62 0.025318,63 -0.013598,64 0.017038,65 -0.057185}
{0 2.646942,1 2.486144,2 5.295129,3 0.743867,4 0.924491,5 -4.858283,6 4.602567,7 0.110974,8 3.095482,9 -0.773102,10 0.241813,11 2.014076,12 1.260225,13 0.189086,14 -0.497217,15 0.916871,16 -0.088547,17 0.501825,18 -0.469374,19 -0.26605,20 0.056484,21 0.284429,22 0.327011,23 0.054587,24 -0.078563,25 -0.089233,26 -0.058078,27 0.050407,28 0.033975,29 0.251428,30 0.119097,31 -0.067037,32 -0.007378,33 0.051574,34 -0.164572,35 0.063684,36 -0.000954,37 0.01181,38 0.084812,39 -0.005345,40 0.000425,41 -0.082166,42 0.026523,43 -0.010576,44 -0.009448,45 -0.056898,46 0.065464,47 0.002119,48 0.024435,49 0.019057,50 -0.009757,51 -0.003262,52 -0.044634,53 0.000653,54 0.003602,55 0.008751,56 0.00343,57 -0.000963,58 0.001787,59 -0.02571,60 -0.003435,61 -0.008947,62 0.003012,63 -0.001193,64 -0.004414,65 0.089303}
{0 6.597283,1 5.818957,2 -0.333887,3 -0.767213,4 0.093992,5 -1.906402,6 -3.872547,7 0.980548,8 2.969719,9 -0.031033,10 1.283868,11 -2.725461,12 0.18925,13 0.461433,14 -0.111464,15 0.214265,16 -0.303854,17 -0.946303,18 0.329503,19 0.073359,20 0.691431,21 -0.131067,22 0.466659,23 0.272502,24 -0.036243,25 0.114271,26 0.022854,27 0.238848,28 -0.087426,29 0.109357,30 0.045662,31 -0.059123,32 0.118081,33 0.016901,34 0.009418,35 -0.126438,36 0.07099,37 -0.050696,38 0.059904,39 -0.021268,40 0.11308,41 -0.013101,42 0.010802,43 -0.006542,44 -0.010599,45 0.01014,46 -0.050086,47 -0.014261,48 0.000443,49 -0.020868,50 -0.002026,51 0.015766,52 -0.008184,53 -0.002169,54 0.013765,55 -0.005249,56 -0.011005,57 -0.003558,58 -0.00163,59 -0.006494,60 -0.021014,61 -0.013025,62 0.001165,63 0.003839,64 -0.002044,65 0.14789}
{0 -5.431176,1 -1.996524,2 -0.699721,3 0.031515,4 -0.2517,5 -1.113926,6 0.224646,7 0.023308,8 -0.659804,9 -0.747204,10 -0.097278,11 -0.518269,12 -0.208885,13 0.075208,14 0.433097,15 0.276124,16 0.274166,17 0.22393,18 -0.406295,19 0.093692,20 0.203854,21 0.055019,22 0.017562,23 0.215054,24 0.128051,25 -0.303888,26 -0.094374,27 0.263669,28 0.201811,29 0.070568,30 -0.182751,31 0.236832,32 -0.068339,33 0.028861,34 0.077162,35 -0.125777,36 -0.070011,37 0.024176,38 -0.021189,39 -0.024875,40 -0.0842,41 -0.007085,42 0.044257,43 0.055294,44 -0.020142,45 -0.047336,46 -0.096264,47 -0.069228,48 0.139414,49 -0.236487,50 -0.134382,51 0.131011,52 -0.156051,53 -0.145699,54 0.000237,55 -0.034293,56 0.026057,57 0.004818,58 -0.020641,59 -0.032791,60 0.040411,61 0.031285,62 -0.045542,63 -0.029247,64 0.013334,65 -0.10915,66 -1}
{0 -6.77009,1 -1.281128,2 0.021842,3 -0.982564,4 -1.34352,5 0.060013,6 -0.785997,7 0.262252,8 -0.11518,9 0.017123,10 0.091879,11 -0.419669,12 0.265494,13 -0.310917,14 0.176644,15 -0.045434,16 -0.057595,17 0.339299,18 -0.026548,19 -0.030202,20 0.01204,21 0.05147,22 -0.030628,23 -0.013938,24 -0.259073,25 -0.057186,26 -0.044561,27 -0.019399,28 0.052367,29 -0.065095,30 -0.04494,31 0.073487,32 0.187555,33 0.047008,34 -0.102213,35 -0.003365,36 0.026804,37 0.080034,38 0.076305,39 -0.019643,40 -0.075873,41 0.014718,42 -0.0592,43 0.099188,44 -0.0533,45 -0.051955,46 -0.006843,47 0.042916,48 0.133929,49 0.059216,50 0.021119,51 -0.195636,52 -0.063486,53 -0.047952,54 0.058502,55 -0.023656,56 -0.165612,57 -0.044648,58 0.129011,59 0.010008,60 -0.140313,61 0.077046,62 -0.029479,63 -0.039819,64 -0.024794,65 0.024036,66 -1}
{0 -5.925807,1 -1.07843,2 -0.948988,3 0.086064,4 -0.122555,5 0.028217,6 0.493471,7 0.532805,8 -0.505639,9 -0.412145,10 0.5245,11 -0.419595,12 0.355855,13 -0.103318,14 0.581167,15 0.26253,16 0.274873,17 -0.077598,18 -0.046118,19 -0.162236,20 0.266102,21 0.276598,22 0.053267,23 0.281116,24 -0.228419,25 0.005981,26 0.079078,27 -0.057618,28 0.038384,29 -0.192543,30 0.009289,31 0.213329,32 0.13961,33 -0.191676,34 -0.062898,35 0.196404,36 0.125665,37 0.132961,38 0.002727,39 0.061731,40 0.004123,41 -0.125857,42 -0.065033,43 0.009483,44 0.268231,45 0.043252,46 0.019374,47 -0.007886,48 0.003615,49 -0.089877,50 0.19206,51 0.024684,52 -0.075133,53 0.071741,54 -0.037708,55 0.153667,56 -0.038007,57 0.093616,58 0.043114,59 0.01961,60 0.052193,61 -0.017236,62 0.03712,63 -0.008211,64 0.029016,65 -0.119577,66 -1}
{0 -5.380148,1 0.23136,2 -0.611697,3 -1.112813,4 -0.181157,5 0.07653,6 -0.22166,7 0.301745,8 -0.057657,9 -0.072735,10 -0.68707,11 0.6845,12 0.299755,13 -0.418685,14 -0.374653,15 -0.683829,16 -0.617265,17 0.178988,18 0.332747,19 -0.157934,20 0.03579,21 0.082293,22 0.458575,23 -0.098021,24 0.56215,25 0.02285,26 -0.013451,27 0.012662,28 0.082364,29 0.104915,30 -0.478039,31 -0.064134,32 -0.093799,33 0.013079,34 0.030605,35 -0.29615,36 0.099175,37 0.124967,38 -0.103128,39 -0.330575,40 0.103899,41 -0.170836,42 -0.090718,43 0.106208,44 0.108039,45 0.05408,46 0.023663,47 -0.100859,48 -0.12556,49 0.025781,50 0.033119,51 -0.048922,52 -0.01828,53 -0.009182,54 -0.019236,55 0.035252,56 -0.007151,57 -0.03335,58 -0.034363,59 0.006193,60 -0.015667,61 -0.01131,62 -0.011661,63 -0.020262,64 -0.002344,65 -0.156357,66 -1}
{0 -4.937255,1 -1.098092,2 0.97698,3 0.512359,4 0.501725,5 0.509065,6 -0.992841,7 0.787446,8 -0.373394,9 -0.319108,10 -0.024163,11 -0.880415,12 0.87988,13 0.072809,14 0.589455,15 1.094732,16 0.719278,17 0.302405,18 -0.474824,19 -0.487635,20 -0.050392,21 -0.422844,22 -0.49432,23 0.243495,24 0.248586,25 0.221154,26 -0.0032,27 -0.247412,28 -0.158843,29 0.114626,30 0.055354,31 0.113296,32 0.033355,33 0.107323,34 -0.089062,35 -0.118677,36 0.111131,37 -0.065575,38 -0.022029,39 -0.214473,40 0.003477,41 0.079545,42 -0.051474,43 -0.122318,44 -0.056667,45 0.142228,46 0.208902,47 -0.117141,48 0.085517,49 0.081119,50 0.025068,51 0.009928,52 0.05192,53 -0.049172,54 -0.024819,55 -0.032188,56 0.056217,57 0.05876,58 0.035021,59 -0.015049,60 0.010964,61 -0.035221,62 -0.02082,63 -0.010924,64 -0.035849,65 -0.149321,66 -1}
{0 -5.775414,1 0.357284,2 1.173457,3 0.309883,4 0.138417,5 0.798603,6 -0.799945,7 0.114734,8 -1.044586,9 -0.075939,10 -0.196032,11 -0.733493,12 -0.238114,13 0.161104,14 -0.200216,15 0.587709,16 -0.155002,17 -0.295458,18 -0.431519,19 -0.450193,20 -0.299836,21 0.144481,22 0.235132,23 -0.077875,24 -0.28597,25 -0.066998,26 0.211104,27 -0.02982,28 0.336574,29 -0.239024,30 -0.127888,31 -0.066619,32 0.005016,33 0.006959,34 -0.085178,35 -0.021653,36 0.058359,37 -0.044535,38 0.152634,39 0.219993,40 0.08681,41 -0.215359,42 0.156795,43 -0.035577,44 -0.075368,45 -0.128,46 0.051372,47 -0.225753,48 -0.040506,49 0.015692,50 -0.0294,51 -0.144318,52 0.058096,53 -0.015364,54 -0.038177,55 0.012598,56 0.132611,57 -0.017611,58 -0.029016,59 0.033447,60 -0.003229,61 0.022162,62 -0.016523,63 -0.010667,64 0.013874,65 -0.135714,66 -1}
{0 -6.790637,1 -0.927345,2 0.630609,3 0.622107,4 1.761679,5 1.391764,6 -1.341001,7 -0.934612,8 0.90837,9 -0.087499,10 -0.601199,11 0.651859,12 -0.025233,13 0.252735,14 0.396431,15 0.145752,16 0.124364,17 0.060565,18 0.42676,19 0.465423,20 -0.183468,21 0.067888,22 -0.035832,23 0.119,24 0.21317,25 0.350844,26 -0.076449,27 0.455242,28 -0.114705,29 -0.025963,30 -0.029089,31 0.11407,32 0.308444,33 -0.278455,34 0.189156,35 0.021356,36 -0.307215,37 -0.203181,38 0.138676,39 -0.085247,40 -0.090318,41 -0.184918,42 -0.140133,43 -0.056178,44 -0.095091,45 -0.168431,46 0.044805,47 -0.026012,48 0.017862,49 0.05519,50 0.088205,51 0.014823,52 -0.01313,53 0.025119,54 0.038332,55 -0.033911,56 0.022726,57 -0.002917,58 -0.011964,59 0.010553,60 0.041964,61 0.025384,62 0.013806,63 0.015866,64 -0.012383,65 -0.026866}
{0 -3.073732,1 -0.474623,2 6.256316,3 3.822261,4 4.521522,5 3.563159,6 -0.848237,7 -0.444621,8 0.246912,9 -0.813964,10 -0.211764,11 0.39663,12 -0.42341,13 -0.440788,14 -0.453063,15 0.223022,16 -0.373857,17 0.512765,18 0.698334,19 -0.287639,20 -0.170992,21 -0.21745,22 0.154822,23 0.575625,24 -0.373789,25 -0.167517,26 0.10543,27 0.215233,28 -0.344731,29 -0.033179,30 -0.118119,31 0.103365,32 0.039229,33 -0.01514,34 -0.080344,35 -0.036463,36 0.237636,37 -0.159923,38 -0.213036,39 0.027653,40 -0.050535,41 0.127453,42 0.141051,43 0.069544,44 -0.009272,45 0.002296,46 -0.032676,47 0.016545,48 -0.059242,49 -0.04872,50 0.017996,51 -0.01738,52 -0.026154,53 0.026072,54 -0.032471,55 -0.043237,56 -0.024291,57 -0.01794,58 -0.012082,59 0.010153,60 -0.000102,61 -0.007291,62 -0.004827,63 0.018294,64 0.001124,65 0.107169,66 -1}
{0 -5.986139,1 0.15104,2 1.943122,3 0.511263,4 0.807529,5 1.035661,6 0.082884,7 0.083623,8 -0.944835,9 0.272313,10 -0.381404,11 0.382064,12 -0.357972,13 1.12546,14 0.428603,15 0.312927,16 -0.479237,17 -1.036478,18 -0.826838,19 -0.262441,20 0.095802,21 0.275156,22 0.511098,23 -0.120457,24 -0.050802,25 -0.100198,26 0.036137,27 -0.127933,28 0.357913,29 -0.173197,30 -0.108122,31 -0.307187,32 -0.163747,33 0.014571,34 0.202753,35 0.093891,36 0.048208,37 -0.229105,38 -0.094187,39 -0.135819,40 0.043351,41 0.118528,42 -0.014875,43 -0.085476,44 -0.090262,45 -0.022849,46 0.045423,47 0.132436,48 0.058289,49 0.02687,50 0.091008,51 0.042906,52 -0.078468,53 0.017547,55 -0.033378,56 -0.087768,57 -0.001369,58 0.023506,59 -0.009926,60 0.016763,61 -0.041154,62 -0.004215,63 0.012107,64 0.001064,65 -0.175372,66 -1}
{0 -2.213873,1 -2.289227,2 -2.954647,3 0.602099,4 -1.120826,5 1.9132,6 2.024312,7 1.251222,8 0.393294,9 1.996798,10 1.148752,11 -0.413175,12 0.206499,13 -0.111134,14 0.017691,15 0.056597,16 -1.0618,17 0.099111,18 0.296064,19 0.084358,20 -0.073927,21 0.474006,22 -0.235078,23 -0.220367,24 0.045054,25 -0.032444,26 -0.388084,27 0.325983,28 -0.123192,29 0.248165,30 0.033146,31 0.000742,32 -0.00136,33 0.31311,34 0.263648,35 0.073343,36 0.128781,37 -0.068409,38 0.009196,39 0.110776,40 -0.166963,41 -0.095102,42 0.10238,43 -0.048276,44 0.028018,45 0.159434,46 0.083134,47 -0.004717,48 0.012394,49 0.045682,50 0.042829,51 -0.042634,52 -0.065412,53 -0.060629,54 -0.027196,55 -0.044069,56 0.035936,57 -0.02311,58 0.015232,59 0.027671,60 0.039728,61 -0.003222,62 0.022022,63 0.008093,64 0.01736,65 -0.003463,66 -1}
{0 5.182116,1 -2.247119,2 -8.302271,3 2.933068,4 1.958279,5 1.256202,6 3.611308,7 1.733027,8 0.523185,9 1.137838,10 0.762494,11 -0.682952,12 -0.019204,13 -0.437129,14 0.014911,15 1.451681,16 -0.305859,17 0.397301,18 0.82644,19 -0.096074,20 -0.427545,21 -0.042772,22 -0.166162,23 0.298455,24 0.079456,25 -0.056891,26 0.078494,27 -0.044136,28 0.289256,29 -0.181831,30 -0.105881,31 -0.131558,32 -0.119922,33 -0.259809,34 -0.020219,35 -0.049675,36 -0.160202,37 0.030718,38 -0.018573,39 -0.022764,40 0.152393,41 0.054284,42 -0.019052,43 0.01355,44 -0.068625,45 -0.050328,46 0.019088,47 0.059244,48 -0.000144,49 -0.025606,50 -0.033271,51 0.020759,52 0.007791,53 0.011347,54 0.020854,55 0.050614,56 -0.021032,57 -0.018716,58 0.006258,59 -0.01034,60 -0.037976,61 -0.031853,62 -0.016305,63 0.008543,64 -0.012462,65 0.106346,66 -1}
{0 -0.119129,1 -5.262753,2 0.85338,3 0.519034,4 -1.230375,5 4.249411,6 1.993356,7 -0.301195,8 0.528354,9 0.497238,10 1.650603,11 0.208447,12 -0.680784,13 -0.50501,14 -0.098962,15 -0.042427,16 0.329621,17 -0.379929,18 -0.340844,19 -0.422889,20 0.917339,21 0.046557,22 0.106876,23 -0.741592,24 0.210378,25 -0.197048,26 0.372142,27 -0.065686,28 -0.27921,29 0.298798,30 0.110828,31 -0.013927,32 0.036581,33 -0.367278,34 -0.115705,35 -0.145958,36 0.029528,37 0.021621,38 0.006712,39 0.008159,40 -0.068323,41 0.047929,42 -0.026158,43 -0.003389,44 -0.022556,45 -0.096319,46 0.014275,47 -0.034905,48 -0.007991,49 -0.013648,50 -0.036665,51 -0.008873,52 -0.01951,53 0.024283,54 0.005894,55 -0.020694,56 0.010493,57 0.008212,58 0.00683,59 0.037449,60 0.006394,61 -0.010025,62 -0.014852,63 0.005232,64 -0.013902,65 -0.020496,66 -1}
{0 4.945661,1 1.990945,2 3.244815,3 2.090084,4 0.712427,5 2.719293,6 0.735908,7 0.153844,8 0.950289,9 0.788925,10 -1.932651,11 -0.409009,12 0.512037,13 -0.588749,14 0.547855,15 -0.02483,16 0.985629,17 -0.194616,18 0.45602,19 0.621132,20 0.173111,21 0.523634,22 -0.258002,23 -0.044242,24 -0.460223,25 -0.167867,26 0.071798,27 -0.305134,28 0.048205,29 0.2964,30 -0.008358,31 -0.161312,32 -0.303675,33 0.101464,34 0.168337,35 -0.129264,36 -0.011345,37 0.002149,38 -0.037317,39 -0.017719,40 0.030691,41 -0.095907,42 -0.000607,43 0.013536,44 0.015709,45 -0.004267,46 -0.152863,47 -0.104394,48 0.109093,49 0.052051,50 0.067126,51 0.019146,52 0.005036,53 0.03924,54 0.059675,55 0.008497,56 0.021799,57 0.042058,58 0.006194,59 0.002349,60 -0.017881,61 0.008424,62 -0.01563,63 -0.006168,64 0.000952,65 0.252087,66 -1}
{0 -3.532813,1 -5.859141,2 1.590157,3 1.473877,4 -1.411149,5 0.580899,6 0.526472,7 0.983643,8 3.102732,9 -0.571646,10 -0.217766,11 0.402633,12 -1.011323,13 0.164131,14 -0.49524,15 -0.947007,16 0.397343,17 -1.491991,18 0.314457,19 -0.352105,20 -0.776021,21 -0.104074,22 -0.501778,23 -0.159186,24 -0.089487,25 0.147577,26 0.050314,27 0.212308,28 0.282287,29 -0.174298,30 0.10558,31 0.205708,32 -0.072972,33 0.078365,34 -0.16057,35 0.081019,36 -0.013974,37 0.066806,38 -0.067506,39 -0.085636,40 0.018541,41 0.012566,42 -0.010992,43 0.077122,44 -0.022274,45 0.084959,46 0.019538,47 -0.023255,48 0.04112,49 -0.008974,50 -0.019579,51 -0.001273,52 -0.009829,53 -0.020501,54 -0.002857,55 0.02295,56 0.009192,57 -0.000845,58 -0.000487,59 -0.019157,60 0.01117,61 0.000778,62 0.010815,63 -0.001101,64 -0.003364,65 0.165693}
{0 4.663732,1 -9.62218,2 1.132865,3 -1.507529,4 -2.682819,5 -1.207271,6 1.203779,7 -5.212302,8 0.399926,9 0.157493,10 -0.842446,11 -1.446292,12 0.481011,13 0.451601,14 -0.599351,15 0.254067,16 -0.259472,17 0.414542,18 0.194261,19 -0.353293,20 -0.241749,21 0.070612,22 0.10721,23 -0.054402,24 -0.107049,25 -0.131398,26 0.225394,27 -0.132992,29 -0.02581,30 0.106975,31 0.122575,32 0.176098,33 0.011987,34 0.233176,35 -0.100006,36 0.015838,37 -0.057835,38 0.074239,39 -0.021503,40 0.098461,41 0.031501,42 -0.009412,43 0.001296,44 -0.025358,45 0.098249,46 -0.060947,47 0.048415,48 0.017462,49 0.011816,50 0.053824,51 0.031736,52 0.001386,53 -0.012852,54 -0.027323,55 0.048224,56 0.007127,57 -0.039037,58 -0.03527,59 -0.001546,60 -0.011945,61 -0.01466,62 0.006546,63 -0.010364,64 -0.000238,65 0.144755}
